date,channelGrouping,users,newUsers,percentNewSessions,sessions,bounces,bounceRate,sessionDuration,avgSessionDuration,pageviews,pageviewsPerSession
20180719,Direct,98427,48049,43.83193001,109621,84817,77.37294861,5448355,49.7017451,184646,1.684403536
20180719,Organic Search,43829,22511,45.29102871,49703,35779,71.98559443,3548871,71.40154518,96520,1.941935094
20180719,Paid Search,33,21,65.625,32,10,31.25,3529,110.28125,115,3.59375
20180719,Referral,67975,20189,25.57609233,78937,63806,80.83154921,4148097,52.5494635,125489,1.589736119
20180719,Social,91004,16941,16.42572501,103137,30866,29.92718423,1.28E+07,124.1913668,324136,3.142771265
20180720,(Other),35322,916,1.913635699,47867,21514,44.94536946,5525146,115.4270374,182785,3.818601542
20180720,Direct,85310,42291,46.25758819,91425,69300,75.79983593,4356209,47.64789718,160551,1.75609516
20180720,Organic Search,41165,21766,48.40223265,44969,32198,71.60043586,2937169,65.31541729,87512,1.946051725
20180720,Paid Search,28,22,73.33333333,30,14,46.66666667,1791,59.7,87,2.9
20180720,Referral,74483,30306,36.27289048,83550,67072,80.27767804,3894851,46.61700778,135564,1.622549372
20180720,Social,83363,20575,22.38968388,91895,31313,34.07475924,1.03E+07,112.5956363,270845,2.947331193
20180721,(Other),30156,582,1.462605549,39792,16959,42.61911942,5100319,128.1744823,154282,3.8772115
20180721,Direct,72059,33441,43.21771046,77378,51631,66.7256843,4738824,61.24252371,167822,2.168859366
20180721,Organic Search,34154,17846,47.64650914,37455,25530,68.16179415,2719053,72.59519423,80423,2.147189961
20180721,Paid Search,44,28,60.86956522,46,16,34.7826087,4308,93.65217391,134,2.913043478
20180721,Referral,57540,18305,28.31531239,64647,49865,77.13428311,3342006,51.6962272,119528,1.848933439
20180721,Social,86584,22896,23.73454135,96467,30360,31.47190231,1.13E+07,117.5386505,296170,3.070169073
20180722,(Other),44172,1239,2.048814367,60474,24600,40.67863875,7853631,129.8678936,222334,3.676522142
20180722,Direct,101283,51324,46.4491606,110495,83372,75.45318793,5649028,51.12473868,190671,1.725607494
20180722,Organic Search,43709,23239,48.02637017,48388,35138,72.61717781,3192924,65.98586426,93400,1.930230636
20180722,Paid Search,58,38,61.29032258,62,21,33.87096774,7496,120.9032258,207,3.338709677
20180722,Referral,81056,30259,32.4855603,93146,78386,84.15390892,3765635,40.42723252,133714,1.435531316
20180722,Social,110340,25871,20.80983905,124321,35996,28.95407855,1.54E+07,124.2622405,380843,3.063384304
20180723,(Other),37029,989,2.021957353,48913,22599,46.20244107,5637928,115.2644082,177569,3.630302782
20180723,Direct,112878,69506,58.24736652,119329,97258,81.50407696,4740282,39.72447603,182392,1.528480084
20180723,Organic Search,53013,33066,57.42918179,57577,42958,74.60965316,3609266,62.68589888,107114,1.860360908
20180723,Paid Search,36,23,63.88888889,36,11,30.55555556,5640,156.6666667,130,3.611111111
20180723,Referral,73320,26380,31.96335967,82532,68138,82.55949208,3801929,46.06611981,122842,1.488416614
20180723,Social,124431,27214,19.79689523,137466,37627,27.37185922,1.78E+07,129.759155,434726,3.162425618
20180724,(Other),34120,851,1.861696309,45711,22241,48.65568463,5253708,114.9331233,174726,3.822405985
20180724,Direct,81075,37922,44.27192173,85657,67301,78.57034451,3953438,46.15428978,146318,1.70818497
20180724,Organic Search,43172,23576,50.26651316,46902,33254,70.90102767,3255838,69.41789263,96278,2.052748284
20180724,Paid Search,39,20,47.61904762,42,20,47.61904762,3915,93.21428571,116,2.761904762
20180724,Referral,56266,17351,26.98528726,64298,52361,81.43488133,3337602,51.90833307,104132,1.619521603
20180724,Social,111945,22831,18.30052262,124756,34095,27.32934689,1.59E+07,127.1871974,411043,3.294775402
20180725,(Other),27444,653,1.809766643,36082,16824,46.6271271,4268926,118.3117898,166719,4.620558727
20180725,Direct,62018,30621,46.83255842,65384,48495,74.1695216,3554851,54.36882112,130635,1.997965863
20180725,Organic Search,37914,21946,53.72469338,40849,28186,69.00046513,2985319,73.08181351,89424,2.189135597
20180725,Paid Search,29,19,63.33333333,30,13,43.33333333,1876,62.53333333,89,2.966666667
20180725,Referral,48354,15781,28.58721446,55203,43163,78.18959115,3191152,57.80758292,102982,1.865514555
20180725,Social,120324,25218,18.84485761,133819,39645,29.62583789,1.75E+07,130.6257482,429361,3.208520464
20180726,(Other),32402,1101,2.695622368,40844,16807,41.14925081,4636646,113.5208599,199169,4.876334345
20180726,Direct,59170,29798,48.04424237,62022,48410,78.05294895,2814393,45.37733385,113712,1.83341395
20180726,Organic Search,36160,20895,53.67188102,38931,27041,69.45878606,2846206,73.1089877,86544,2.223009941
20180726,Paid Search,25,17,68,25,7,28,2410,96.4,66,2.64
20180726,Referral,53322,21022,35.80467699,58713,49518,84.33907312,2440075,41.55936505,90563,1.5424693
20180726,Social,101778,21050,18.78139527,112079,33520,29.90747598,1.39E+07,124.2071039,384602,3.431525977
20180727,(Other),41540,2418,4.750211186,50903,16173,31.77219417,6325709,124.2698662,261465,5.136534192
20180727,Direct,61299,29195,44.75083922,65239,38010,58.26269563,4756387,72.90711078,209581,3.212510921
20180727,Organic Search,33252,17396,47.70863615,36463,21736,59.61111263,3291215,90.26177221,106381,2.917505416
20180727,Paid Search,30,18,58.06451613,31,9,29.03225806,2797,90.22580645,88,2.838709677
20180727,Referral,52819,14557,24.69255169,58953,33528,56.8724238,5325502,90.33470731,212770,3.609146269
20180727,Social,114054,26339,21.0511593,125119,35335,28.24111446,1.40E+07,111.6235104,435361,3.479575444
20180728,(Other),23593,556,1.878822695,29593,12526,42.32757747,3743138,126.4872774,123964,4.188963606
20180728,Direct,43879,22708,49.18558309,46168,29243,63.34040894,2946314,63.81723272,119197,2.581809912
20180728,Organic Search,29407,17164,53.86474188,31865,20940,65.71473403,2410690,75.65322454,76022,2.385752393
20180728,Paid Search,31,21,67.74193548,31,15,48.38709677,3252,104.9032258,142,4.580645161
20180728,Referral,32885,8911,23.76773712,37492,25763,68.71599275,2593285,69.16902272,101595,2.709778086
20180728,Social,106749,37575,32.65488802,115067,34497,29.97992474,1.17E+07,101.8578915,399994,3.476183441
20180729,(Other),27714,739,2.076892811,35582,15625,43.91265246,4497090,126.3866562,140855,3.958602664
20180729,Direct,58331,30551,49.07554656,62253,44835,72.02062551,3209242,51.55160394,120431,1.934541307
20180729,Organic Search,35417,20963,54.42673175,38516,27206,70.63558002,2578859,66.95552498,81132,2.106449268
20180729,Paid Search,32,21,63.63636364,33,11,33.33333333,2700,81.81818182,135,4.090909091
20180729,Referral,39893,12174,27.28006095,44626,36286,81.31134316,2050092,45.93940752,73351,1.643683055
20180729,Social,114524,32825,25.9402091,126541,36964,29.21108574,1.34E+07,106.0395366,447250,3.534427577
20180730,(Other),42989,1230,2.148021375,57262,24380,42.57622856,6385439,111.5126786,237751,4.15198561
20180730,Direct,87716,45845,48.9718528,93615,71715,76.60631309,4206081,44.92956257,169454,1.8101159
20180730,Organic Search,48130,26912,50.11265665,53703,38056,70.86382511,3634414,67.67618196,111212,2.070871273
20180730,Paid Search,22,15,57.69230769,26,7,26.92307692,2115,81.34615385,89,3.423076923
20180730,Referral,68168,22582,28.73795798,78579,62682,79.76940404,4027366,51.25244658,134382,1.710151567
20180730,Social,108126,31338,27.0633447,115795,31481,27.18683881,1.23E+07,106.2615484,408601,3.528658405
20180731,(Other),37113,998,2.065653848,48314,20587,42.61083744,6242281,129.2023223,215961,4.469946599
20180731,Direct,81174,42912,50.56203606,84870,61216,72.12913868,4744697,55.90546719,181662,2.140473666
20180731,Organic Search,47152,26256,51.44099841,51041,34637,67.86113125,3769516,73.85270665,113473,2.223173527
20180731,Paid Search,41,30,69.76744186,43,15,34.88372093,4640,107.9069767,166,3.860465116
20180731,Referral,68232,22170,28.07466315,78968,55655,70.4779151,5871338,74.35085098,188745,2.390145375
20180731,Social,87622,23124,24.38648851,94823,25637,27.03668941,1.02E+07,107.9722536,326487,3.44312034
